Email address,Domain name,Organization,Country,State,City,Postal code,Street,Confidence score,Type,Number of sources,Pattern,First name,Last name,Department,Position,Twitter handle,LinkedIn URL,Phone number,Source 1,Source 2,Source 3,Source 4,Source 5,Source 6,Source 7,Source 8,Source 9,Source 10,Source 11,Source 12,Source 13,Source 14,Source 15,Source 16,Source 17,Source 18,Source 19,Source 20,Source 21,Source 22,Source 23,Source 24,Source 25,Source 26,Source 27,Source 28,Source 29,Source 30
dmpleiss@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,95,personal,17,{first}.{last},,,,"",,,,http://intrado.com/news-releases/intrado-introduces-power-access-cloud-enabled-solution-ng911-and,http://intrado.com/news-releases/intrado-introduces-sonic-g3-edge-compute-giving-psaps,http://philippinesnewsgazette.com/west-corporation-introduces-media-snippets-interactive-multimedia-modules-for-content-publishing,http://thelayoff.com/west,http://taiwannewswire.com/west-corporation-agrees-to-acquire-nasdaqs-public-relations-solutions-and-digital-media-services-businesses,http://thailandnewsday.com/west-corporation-agrees-to-acquire-nasdaqs-public-relations-solutions-and-digital-media-services-businesses,http://blog.flowroute.com/2019/09/10/customers-choose-flowroute-as-2019-top-sip-trunk-provider-2,http://webconferencing.org/news/friendly-tender-offer-by-west-corporation-for-genesys-conferencing,http://united1319.rssing.com/chan-18105909/all_p988.html,http://taiwanwire.com/west-corporation-agrees-to-acquire-nasdaqs-public-relations-solutions-and-digital-media-services-businesses,http://globenewswire.com/news-release/2014/04/14/627038/10076673/en/west-corporation-to-acquire-schoolmessenger.html,http://tmcnet.com/usubmit/2019/02/11/8897979.htm,http://tmcnet.com/usubmit/2019/03/19/8921667.htm,http://xpressnews-sg.weebly.com/blog/archives/01-2018,http://flowroute.com/press-type/customers-choose-flowroute-as-2019-top-sip-trunk-provider,http://flowroute.com/press-type/west-corporation-announces-rebrand-to-intrado,http://tmcnet.com/usubmit/2019/11/25/9059322.htm,,,,,,,,,,,,
devan.wintheiser@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,94,personal,5,{first}.{last},Devan,Wintheiser,,,,,,http://crazydealsrealty.com,http://crazydealsrealty.com/agents/sofiaernser,http://crazydealsrealty.com/properties/private-estate-magnificent-views,http://crazydealsrealty.com/ur,http://crazydealsrealty.com/ur/agents/sofiaernser,,,,,,,,,,,,,,,,,,,,,,,,
jplackey@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,90,personal,7,{first}.{last},,,,,,,,http://usshortcodes.com/partners/mosaicx,http://staging-usshortcodes.com/partners/intrado,http://staging-usshortcodes.com/partners/mosaicx,http://usshortcodes.com/partners/find-partner,http://usshortcodes.com/partners/intrado,http://staging-usshortcodes.com/intrado,http://staging-usshortcodes.com/partners/find-partner,,,,,,,,,,,,,,,,,,,,,,
melvina.sauer@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Melvina,Sauer,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dovie.jacobi@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Dovie,Jacobi,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aufderhar.orpha@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Orpha,Aufderhar,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morissette.vernice@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Vernice,Morissette,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anna.adams@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Anna,Adams,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dickinson.enrique@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Enrique,Dickinson,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adrienne.mueller@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Adrienne,Müller,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mann.greg@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Greg,Mann,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
krajcik.jairo@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Jairo,Krajcik,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
roberts.stanford@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Stanford,Roberts,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pacocha.elias@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Elias,Pacocha,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
paula.hermiston@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Paula,Hermiston,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iva.walker@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Iva,Walker,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
parisian.eva@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Eva,Parisian,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leonard.rolfson@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Leonard,Rolfson,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leonardo.gleason@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Leonardo,Gleason,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lacey.batz@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Lacey,Batz,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
foster.mcdermott@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Foster,Mcdermott,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
schoen.bernhard@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Bernhard,Schön,,,,,,http://random-name-generator.com/singapore,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kelsie.marvin@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Kelsie,Marvin,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
donnie.schimmel@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Donnie,Schimmel,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
russel.clare@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Russel,Clare,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taylor.mcclure@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Taylor,Mcclure,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rey.purdy@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Rey,Purdy,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
estefania.prohaska@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Estefania,Prohaska,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
claudine.pfeffer@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Claudine,Pfeffer,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charlene.haag@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Charlene,Haag,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
luigi.lemke@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Luigi,Lemke,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alanna.will@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Alanna,Will,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graham.chaim@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Graham,Chaim,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jones.sincere@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Jones,Sincere,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
terry.blaze@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Terry,Blaze,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ignatius.hessel@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Ignatius,Hessel,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elsa.conn@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Elsa,Conn,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gerda.dach@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Gerda,Dach,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hand.doris@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Hand,Doris,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mara.yost@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Mara,Yost,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
isabel.koepp@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Isabel,Koepp,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eloisa.spencer@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Eloisa,Spencer,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nader.franz@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Nader,Franz,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
daniela.koch@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Daniela,Koch,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vernon.leffler@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Vernon,Leffler,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graham.trevor@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Graham,Trevor,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anya.mertz@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Anya,Mertz,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
evelyn.kub@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Evelyn,Kub,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alysa.gerhold@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Alysa,Gerhold,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
richmond.dach@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Richmond,Dach,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marley.moore@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Marley,Moore,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lora.satterfield@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Lora,Satterfield,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grayce.friesen@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Grayce,Friesen,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west.ibrahim@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},West,Ibrahim,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
joseph.marks@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Joseph,Marks,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
austin.morissette@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Austin,Morissette,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
herminio.swift@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Herminio,Swift,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prasad.naga@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,1,{first}.{last},Prasad,Naga,,,,,,http://salesforce.stackexchange.com/questions/183457/how-to-get-a-picklist-value-which-is-rendering-based-on-another-picklist-value,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kathy_vanzeeland@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,4,{first}.{last},Kathy,Vanzeeland,,,,,,http://eu.greenbaypressgazette.com/story/money/2014/11/08/business-agenda/18677883,http://eu.greenbaypressgazette.com/story/money/2014/11/01/business-agenda/18272625,http://eu.postcrescent.com/story/money/2014/07/14/west-corp-expansion-ashwaubenon/12642093,http://eu.greenbaypressgazette.com/story/money/2014/09/15/west-corp-job-fair-wednesday-ashwaubenon/15696927,,,,,,,,,,,,,,,,,,,,,,,,,
jen@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,2,{first}.{last},Jennifer,Hunnicutt,,"","","",+1 805 377 6011,http://openhousevc.com/5968-joshua-trail,http://openhousevc.com/6004-fremont-circle,,,,,,,,,,,,,,,,,,,,,,,,,,,
lindam@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,89,personal,2,{first}.{last},Linda,Mcluckie,,"","","","",http://navycthistory.com/pt_email_roster.html,http://navycthistory.com/rosters/guam_email_roster_m-z.html,,,,,,,,,,,,,,,,,,,,,,,,,,,
hank.hintz@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Hank,Hintz,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bins.doyle@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Doyle,Bins,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
albert.morar@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Albert,Morar,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dooley.terrell@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Terrell,Dooley,,,,,,http://portal.timetoreply.com/api-docs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
janae.mante@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Janae,Mante,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scottie.reichel@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Scottie,Reichel,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reymundo.leffler@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Reymundo,Leffler,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garland.welch@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Garland,Welch,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mya.turcotte@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Mya,Turcotte,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eulalia.farrell@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Eulalia,Farrell,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
holly.cassin@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Holly,Cassin,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kutch.leonor@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Leonor,Kutch,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
berge.eve@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Eve,Berge,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
boehm.pamela@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Pamela,Böhm,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maddison.herman@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Herman,Maddison,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hammes.pearl@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Pearl,Hammes,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gerda.fay@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Gerda,Fay,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hickle.magali@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Magali,Hickle,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barrows.bret@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Bret,Barrows,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kris.leonardo@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Kris,Leonardo,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ellis.stroman@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Ellis,Stroman,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mustafa.russel@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Mustafa,Russel,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ralph.ratke@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Ralph,Ratke,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
marcelo.johns@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Marcelo,Johns,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alberto.mclaughlin@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Alberto,Mclaughlin,,,,,,http://clas.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
haley.maida@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Haley,Maida,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urban.stark@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Urban,Stark,,,,,,http://scripts.morshed-alam.com/load-content-while-scrolling,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ashly.hickle@west.com,west.com,West,US,DC,Washington,20580,600 Pennsylvania Ave,88,personal,1,{first}.{last},Ashly,Hickle,,,,,,http://gradschool.wayne.edu/styleguide,,,,,,,,,,,,,,,,,,,,,,,,,,,,
